Dataset Name,Friendly Name,Data Type,Field Path,Field Type,Example Value
corva#directional.trend,directional.trend,time,_id,str,'5f75f637ce24b22b224debf6'
corva#directional.trend,directional.trend,time,data,dict,object
corva#directional.trend,directional.trend,time,data.dls,array,unknown
corva#directional.trend,directional.trend,time,data.tfo,array,unknown
corva#directional.trend,directional.trend,time,data.status,int,0
corva#directional.trend,directional.trend,time,data.last_dls,dict,object
corva#directional.trend,directional.trend,time,data.last_dls.measured_depth,int,7065
corva#directional.trend,directional.trend,time,data.tvd_plan,array,dict
corva#directional.trend,directional.trend,time,data.tvd_plan[].tvd,int,0
corva#directional.trend,directional.trend,time,data.tvd_plan[].measured_depth,int,0
corva#directional.trend,directional.trend,time,data.plan_name,str,'WP AVP'
corva#directional.trend,directional.trend,time,data.tvd_actual,array,dict
corva#directional.trend,directional.trend,time,data.tvd_actual[].tvd,int,7065
corva#directional.trend,directional.trend,time,data.tvd_actual[].measured_depth,int,7065
corva#directional.trend,directional.trend,time,data.actual_name,str,''
corva#directional.trend,directional.trend,time,data.motor_yield,array,dict
corva#directional.trend,directional.trend,time,data.motor_yield[].dls,int,0
corva#directional.trend,directional.trend,time,data.motor_yield[].length,int,7065
corva#directional.trend,directional.trend,time,data.motor_yield[].motor_yield,int,0
corva#directional.trend,directional.trend,time,data.motor_yield[].slide_length,int,0
corva#directional.trend,directional.trend,time,data.motor_yield[].to_measured_depth,int,7065
corva#directional.trend,directional.trend,time,data.motor_yield[].from_measured_depth,int,0
corva#directional.trend,directional.trend,time,data.effective_toolface,array,dict
corva#directional.trend,directional.trend,time,data.effective_toolface[].to_measured_depth,int,7065
corva#directional.trend,directional.trend,time,data.effective_toolface[].effective_toolface,int,0
corva#directional.trend,directional.trend,time,data.effective_toolface[].from_measured_depth,int,0
corva#directional.trend,directional.trend,time,version,int,1
corva#directional.trend,directional.trend,time,asset_id,int,31659357
corva#directional.trend,directional.trend,time,provider,str,'corva'
corva#directional.trend,directional.trend,time,timestamp,int,1545199574
corva#directional.trend,directional.trend,time,collection,str,'directional.trend'
corva#directional.trend,directional.trend,time,company_id,int,5
corva#drilling-dysfunction,drilling-dysfunction,time,_id,str,'5f75f63d7c6a264acca084ea'
corva#drilling-dysfunction,drilling-dysfunction,time,data,dict,object
corva#drilling-dysfunction,drilling-dysfunction,time,data.activity,str,'In Slips'
corva#drilling-dysfunction,drilling-dysfunction,time,data.hole_depth,int,7065
corva#drilling-dysfunction,drilling-dysfunction,time,data.hole_depth_tvd,int,7065
corva#drilling-dysfunction,drilling-dysfunction,time,data.tsr_summary_value,null,null
corva#drilling-dysfunction,drilling-dysfunction,time,data.tsr_summary_category,null,null
corva#drilling-dysfunction,drilling-dysfunction,time,type,str,'tsr_1_min_summary'
corva#drilling-dysfunction,drilling-dysfunction,time,version,int,1
corva#drilling-dysfunction,drilling-dysfunction,time,asset_id,int,31659357
corva#drilling-dysfunction,drilling-dysfunction,time,provider,str,'corva'
corva#drilling-dysfunction,drilling-dysfunction,time,timestamp,int,1545199919
corva#drilling-dysfunction,drilling-dysfunction,time,collection,str,'drilling-dysfunction'
corva#drilling-dysfunction,drilling-dysfunction,time,company_id,int,5
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,_id,str,'5f75fc7fce24b23d534d5f3c'
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data,dict,object
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data.rop,array,unknown
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data.ucs,array,unknown
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data.status,int,0
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data.downhole,array,unknown
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data.gamma_ray,array,unknown
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,data.casing_depth,int,7065
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,version,int,1
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,asset_id,int,31659357
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,provider,str,'corva'
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,timestamp,int,1545316207
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,collection,str,'drilling-efficiency.mse'
corva#drilling-efficiency.mse,drilling-efficiency.mse,time,company_id,int,5
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,_id,str,'5f760d6f14483c400ef8e81c'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.rotary,array,dict
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.rotary[].heatmap,array,list
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.status,int,0
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.x_axis,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.x_axis.rows,int,25
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.x_axis.type,str,'rpm'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.x_axis.maximum,int,120
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.x_axis.minimum,int,0
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.y_axis,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.y_axis.type,str,'wob'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.y_axis.columns,int,25
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.y_axis.maximum,int,60
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.y_axis.minimum,int,0
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.z_axis,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.z_axis.type,str,'mse'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.z_axis.maximum,float,93.88
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.z_axis.minimum,float,89.95
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.warning,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.warning.code,str,'diff_pressure_rop_heatmap_not_available'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.warning.message,str,"'The drillstring does not contain a PDM, therefore the Diff Pressure MSE Heatmap"
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.formation,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.formation.tvd_top,int,0
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.formation.lithology,str,''
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.formation.tvd_bottom,int,8436
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.formation.formation_name,str,'Surface Formation'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.formation.measured_depth_top,int,0
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.is_lateral,bool,False
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.wob_histogram,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.wob_histogram.maximum,int,60
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.wob_histogram.minimum,int,0
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.wob_histogram.divisions,int,25
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.wob_histogram.frequencies,array,int
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.wob_histogram.normalized_frequencies,array,int
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.measured_depth,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.measured_depth.maximum,float,7539.84
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.measured_depth.minimum,float,7401.34
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region,dict,object
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region.max_mse,float,93.88
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region.max_rpm,int,62
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region.min_rpm,int,53
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region.optimized_mse,float,91.77
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region.max_weight_on_bit,float,9.6
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.optimal_region.min_weight_on_bit,float,4.8
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,data.heatmap_wob_axis,array,list
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,version,int,1
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,asset_id,int,31659357
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,provider,str,'corva'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,timestamp,int,1545621414
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,collection,str,'drilling-efficiency.mse-heatmap'
corva#drilling-efficiency.mse-heatmap,drilling-efficiency.mse-heatmap,time,company_id,int,5
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,_id,str,'5f760ac414483c31f2f98412'
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data,dict,object
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual,dict,object
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.rop,int,5
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.state,str,'Rotary Drilling'
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.bit_size,int,26
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.rotary_rpm,int,0
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.inclination,int,0
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.mud_flow_in,float,80.3
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.actual.weight_on_bit,float,4.88
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.status,int,0
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.recommended_mse,dict,{}
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,data.recommended_rotary,dict,{}
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,version,int,1
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,asset_id,int,31659357
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,provider,str,'corva'
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,timestamp,int,1545575935
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,collection,str,'drilling-efficiency.optimization'
corva#drilling-efficiency.optimization,drilling-efficiency.optimization,time,company_id,int,5
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,_id,str,'5f75fa38e9681d141d2ec654'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.rotary,array,dict
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.rotary[].heatmap,array,list
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.status,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.x_axis,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.x_axis.rows,int,25
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.x_axis.type,str,'rpm'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.x_axis.maximum,int,60
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.x_axis.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis.type,str,'wob'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis.columns,int,25
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis.maximum,int,60
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis.type,str,'rop'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis.maximum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.formation,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.formation.tvd_top,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.formation.lithology,str,''
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.formation.tvd_bottom,int,8436
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.formation.formation_name,str,'Surface Formation'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.formation.measured_depth_top,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.is_lateral,bool,False
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.wob_histogram,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.wob_histogram.maximum,int,60
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.wob_histogram.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.wob_histogram.divisions,int,25
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.wob_histogram.frequencies,array,int
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.wob_histogram.normalized_frequencies,array,int
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.measured_depth,dict,{}
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.optimal_region,dict,{}
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.heatmap_wob_axis,array,list
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis_diff_axis,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis_diff_axis.type,str,'rop'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis_diff_axis.maximum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.z_axis_diff_axis.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis_diff_press,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis_diff_press.type,str,'diff_press'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis_diff_press.columns,int,25
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis_diff_press.maximum,int,1150
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.y_axis_diff_press.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.diff_press_histogram,dict,object
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.diff_press_histogram.maximum,int,1150
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.diff_press_histogram.minimum,int,0
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.diff_press_histogram.divisions,int,25
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.diff_press_histogram.frequencies,array,int
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.diff_press_histogram.normalized_frequencies,array,int
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.heatmap_diff_press_axis,array,list
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,data.optimal_region_diff_axis,dict,{}
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,version,int,1
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,asset_id,int,31659357
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,provider,str,'corva'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,timestamp,int,1545275111
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,collection,str,'drilling-efficiency.rop-heatmap'
corva#drilling-efficiency.predictions,drilling-efficiency.predictions,time,company_id,int,5
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,_id,str,'5f75f637ce24b22b224debf2'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.rotary,array,dict
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.rotary[].heatmap,array,list
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.status,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.x_axis,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.x_axis.rows,int,25
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.x_axis.type,str,'rpm'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.x_axis.maximum,int,60
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.x_axis.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis.type,str,'wob'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis.columns,int,25
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis.maximum,int,60
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis.type,str,'rop'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis.maximum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.is_lateral,bool,False
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.wob_histogram,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.wob_histogram.maximum,int,60
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.wob_histogram.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.wob_histogram.divisions,int,25
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.wob_histogram.frequencies,array,int
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.wob_histogram.normalized_frequencies,array,int
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.measured_depth,dict,{}
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.optimal_region,dict,{}
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.heatmap_wob_axis,array,list
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis_diff_axis,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis_diff_axis.type,str,'rop'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis_diff_axis.maximum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.z_axis_diff_axis.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis_diff_press,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis_diff_press.type,str,'diff_press'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis_diff_press.columns,int,25
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis_diff_press.maximum,int,1150
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.y_axis_diff_press.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.diff_press_histogram,dict,object
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.diff_press_histogram.maximum,int,1150
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.diff_press_histogram.minimum,int,0
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.diff_press_histogram.divisions,int,25
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.diff_press_histogram.frequencies,array,int
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.diff_press_histogram.normalized_frequencies,array,int
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.heatmap_diff_press_axis,array,list
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,data.optimal_region_diff_axis,dict,{}
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,version,int,1
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,asset_id,int,31659357
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,provider,str,'corva'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,timestamp,int,1545199574
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,collection,str,'drilling-efficiency.rop-heatmap'
corva#drilling-efficiency.rop-heatmap,drilling-efficiency.rop-heatmap,time,company_id,int,5
corva#drilling.mud-ops,drilling.mud-ops,time,_id,str,'665dc9ef46d3c905f59921df'
corva#drilling.mud-ops,drilling.mud-ops,time,data,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.dTim,int,1717369200
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp,array,dict
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pump,int,1
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].idLiner,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].idLiner.uom,str,'in'
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].idLiner.value,int,6
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pressure,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pressure.uom,str,'psi'
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pressure.value,int,3950
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].lenStroke,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].lenStroke.uom,str,'in'
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].lenStroke.value,int,12
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].rateStroke,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].rateStroke.uom,str,'rpm'
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].rateStroke.value,int,110
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pcEfficiency,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pcEfficiency.uom,str,'%'
corva#drilling.mud-ops,drilling.mud-ops,time,data.pumpOp[].pcEfficiency.value,int,95
corva#drilling.mud-ops,drilling.mud-ops,time,data.dayCost,array,dict
corva#drilling.mud-ops,drilling.mud-ops,time,data.dayCost[].costCode,str,'mud product'
corva#drilling.mud-ops,drilling.mud-ops,time,data.dayCost[].costClass,str,'mud'
corva#drilling.mud-ops,drilling.mud-ops,time,data.dayCost[].costAmount,float,5057.19
corva#drilling.mud-ops,drilling.mud-ops,time,data.dayCost[].costItemDescription,str,'daily mud product cost'
corva#drilling.mud-ops,drilling.mud-ops,time,data.sum24Hr,str,"""Finish testing BOPs. Make up RSS BHA. TIH and tag cement. Drill out cement and "
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.mudLosses,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.mudLosses.volLostShakerSurf,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.mudLosses.volTotMudLostHole,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.mudLosses.volTotMudLostSurf,int,83
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.volMudBuilt,int,267
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.volTotMudEnd,int,998
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.volMudReceived,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.volMudReturned,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudVolume.volTotMudStart,int,842
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume,array,dict
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].pit,int,1
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].dTim,int,1717369059
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].volPit,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].volPit.uom,str,'bbl'
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].volPit.value,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].densFluid,dict,object
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].densFluid.uom,null,null
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].densFluid.value,null,null
corva#drilling.mud-ops,drilling.mud-ops,time,data.pitVolume[].descFluid,null,null
corva#drilling.mud-ops,drilling.mud-ops,time,data.costDayMud,float,6573.95
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory,array,dict
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory[].name,str,'EZ-SQUEEZE'
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory[].qtyUsed,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory[].costItem,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory[].qtyStart,int,250
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory[].qtyReceived,int,0
corva#drilling.mud-ops,drilling.mud-ops,time,data.mudInventory[].qtyReturned,int,0
