Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.ph_adjusting_agent,int,0,,Minimum value of ph adjusting agent in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.corrosion_inhibitor,int,0,,Minimum value of corrosion inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.delayed_crosslinker,int,0,,Minimum value of delayed crosslinker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.instant_crosslinker,int,0,,Minimum value of instant crosslinker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.slurry_flow_rate_in,int,0,,Minimum value of slurry flow rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.total_proppant_mass,int,0,,Minimum value of total proppant mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.hydrostatic_pressure,float,3992.064281011832,,Minimum value of hydrostatic pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.powder_enzyme_breaker,int,0,,Minimum value of powder enzyme breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.total_clean_volume_in,int,0,,Minimum value of total clean volume in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.total_chemical_rate_in,int,0,,Minimum value of total chemical rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.total_slurry_volume_in,int,0,,Minimum value of total slurry volume in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.powder_friction_reducer,int,0,,Minimum value of powder friction reducer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.proppant_1_concentration,int,0,,Minimum value of proppant 1 concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.proppant_2_concentration,int,0,,Minimum value of proppant 2 concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.inverse_hydrostatic_pressure,float,0.00025049696838712706,,Minimum value of inverse hydrostatic pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.total_proppant_concentration,int,0,,Minimum value of total proppant concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.min.bottomhole_proppant_concentration,int,0,,Estimated proppant concentration at perforations (ppa),,"wits, real-time, completions, frac, proppant, calculated"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean,object,,,Nested object containing mean data,,"wits, real-time, container, object"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.gel,int,0,,Average value of gel in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.acid,int,0,,Average value of acid in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.biocide,int,0,,Average value of biocide in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.divertor,int,0,,Average value of divertor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.timestamp,float,1536944237.5,,Average value of timestamp in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.emulsifier,int,0,,Average value of emulsifier in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.fluid_loss,int,0,,Average value of fluid loss in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.powder_gel,int,0,,Average value of powder gel in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.surfactant,int,0,,Average value of surfactant in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.accelerator,int,0,,Average value of accelerator in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.anti_sludge,int,0,,Average value of anti sludge in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.cross_linker,int,0,,Average value of cross linker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.elapsed_time,float,29.5,,Average value of elapsed time in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.iron_control,int,0,,Average value of iron control in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.ploymer_plug,int,0,,Average value of ploymer plug in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.acid_retarder,int,0,,Average value of acid retarder in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.acid_inhibitor,int,0,,Average value of acid inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.enzyme_breaker,int,0,,Average value of enzyme breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.liquid_breaker,int,0,,Average value of liquid breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.mutual_solvent,int,0,,Average value of mutual solvent in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.non_emulsifier,int,0,,Average value of non emulsifier in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.powder_breaker,int,0,,Average value of powder breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.clay_stabilizer,int,0,,Average value of clay stabilizer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.fines_suspender,int,0,,Average value of fines suspender in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.proppant_1_mass,int,0,,Average value of proppant 1 mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.proppant_2_mass,int,0,,Average value of proppant 2 mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.scale_inhibitor,float,1.1418333333333335,,Average value of scale inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.friction_reducer,int,0,,Average value of friction reducer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.oxygen_scavenger,int,0,,Average value of oxygen scavenger in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.paraffin_control,int,0,,Average value of paraffin control in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.wellhead_pressure,float,220.19516666666667,,Average value of wellhead pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.clean_flow_rate_in,int,0,,Average value of clean flow rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.ph_adjusting_agent,int,0,,Average value of ph adjusting agent in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.corrosion_inhibitor,int,0,,Average value of corrosion inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.delayed_crosslinker,int,0,,Average value of delayed crosslinker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.instant_crosslinker,int,0,,Average value of instant crosslinker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.slurry_flow_rate_in,int,0,,Average value of slurry flow rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.total_proppant_mass,int,0,,Average value of total proppant mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.hydrostatic_pressure,float,3992.064281011833,,Average value of hydrostatic pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.powder_enzyme_breaker,int,0,,Average value of powder enzyme breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.total_clean_volume_in,int,0,,Average value of total clean volume in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.total_chemical_rate_in,float,1.1418333333333335,,Average value of total chemical rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.total_slurry_volume_in,int,0,,Average value of total slurry volume in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.powder_friction_reducer,int,0,,Average value of powder friction reducer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.proppant_1_concentration,int,0,,Average value of proppant 1 concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.proppant_2_concentration,int,0,,Average value of proppant 2 concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.inverse_hydrostatic_pressure,float,0.000250496968387127,,Average value of inverse hydrostatic pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.total_proppant_concentration,int,0,,Average value of total proppant concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.mean.bottomhole_proppant_concentration,int,0,,Estimated proppant concentration at perforations (ppa),,"wits, real-time, completions, frac, proppant, calculated"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median,object,,,Nested object containing median data,,"wits, real-time, container, object"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.gel,int,0,,Median value of gel in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.acid,int,0,,Median value of acid in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.biocide,int,0,,Median value of biocide in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.divertor,int,0,,Median value of divertor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.timestamp,float,1536944237.5,,Median value of timestamp in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.emulsifier,int,0,,Median value of emulsifier in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.fluid_loss,int,0,,Median value of fluid loss in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.powder_gel,int,0,,Median value of powder gel in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.surfactant,int,0,,Median value of surfactant in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.accelerator,int,0,,Median value of accelerator in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.anti_sludge,int,0,,Median value of anti sludge in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.cross_linker,int,0,,Median value of cross linker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.elapsed_time,float,29.5,,Median value of elapsed time in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.iron_control,int,0,,Median value of iron control in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.ploymer_plug,int,0,,Median value of ploymer plug in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.acid_retarder,int,0,,Median value of acid retarder in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.acid_inhibitor,int,0,,Median value of acid inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.enzyme_breaker,int,0,,Median value of enzyme breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.liquid_breaker,int,0,,Median value of liquid breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.mutual_solvent,int,0,,Median value of mutual solvent in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.non_emulsifier,int,0,,Median value of non emulsifier in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.powder_breaker,int,0,,Median value of powder breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.clay_stabilizer,int,0,,Median value of clay stabilizer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.fines_suspender,int,0,,Median value of fines suspender in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.proppant_1_mass,int,0,,Median value of proppant 1 mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.proppant_2_mass,int,0,,Median value of proppant 2 mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.scale_inhibitor,int,0,,Median value of scale inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.friction_reducer,int,0,,Median value of friction reducer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.oxygen_scavenger,int,0,,Median value of oxygen scavenger in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.paraffin_control,int,0,,Median value of paraffin control in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.wellhead_pressure,int,0,,Median value of wellhead pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.clean_flow_rate_in,int,0,,Median value of clean flow rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.ph_adjusting_agent,int,0,,Median value of ph adjusting agent in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.corrosion_inhibitor,int,0,,Median value of corrosion inhibitor in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.delayed_crosslinker,int,0,,Median value of delayed crosslinker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.instant_crosslinker,int,0,,Median value of instant crosslinker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.slurry_flow_rate_in,int,0,,Median value of slurry flow rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.total_proppant_mass,int,0,,Median value of total proppant mass in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.hydrostatic_pressure,float,3992.064281011832,,Median value of hydrostatic pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.powder_enzyme_breaker,int,0,,Median value of powder enzyme breaker in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.total_clean_volume_in,int,0,,Median value of total clean volume in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.total_chemical_rate_in,int,0,,Median value of total chemical rate in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.total_slurry_volume_in,int,0,,Median value of total slurry volume in in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.powder_friction_reducer,int,0,,Median value of powder friction reducer in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.proppant_1_concentration,int,0,,Median value of proppant 1 concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.proppant_2_concentration,int,0,,Median value of proppant 2 concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.inverse_hydrostatic_pressure,float,0.00025049696838712706,,Median value of inverse hydrostatic pressure in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.total_proppant_concentration,int,0,,Median value of total proppant concentration in the summary interval,,"wits, real-time, aggregated, summary"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.median.bottomhole_proppant_concentration,int,0,,Estimated proppant concentration at perforations (ppa),,"wits, real-time, completions, frac, proppant, calculated"
corva#completion.wits.summary-1m,completion.wits.summary-1m,WITS (Other Phases),time,/api/v1/data/corva/completion.wits.summary-1m/,data.end_timestamp,int,1536944267,,End timestamp of the interval/run (Unix epoch),,"wits, real-time, time, interval, range"
